,video_name,tag
495,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_52.mp4,crash
496,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_128.mp4,crash
497,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_848.mp4,crash
498,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1217.mp4,crash
499,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_958.mp4,crash
500,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_491.mp4,crash
501,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1331.mp4,crash
502,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_490.mp4,crash
503,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_158.mp4,crash
504,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_242.mp4,crash
505,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_390.mp4,crash
506,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_837.mp4,crash
507,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_936.mp4,crash
508,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_349.mp4,crash
509,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_570.mp4,crash
510,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_380.mp4,crash
511,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_532.mp4,crash
512,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_596.mp4,crash
513,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1111.mp4,crash
514,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_560.mp4,crash
515,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_91.mp4,crash
516,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_555.mp4,crash
517,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_861.mp4,crash
518,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1318.mp4,crash
519,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_447.mp4,crash
520,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_984.mp4,crash
521,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_393.mp4,crash
522,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_759.mp4,crash
523,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1124.mp4,crash
524,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_262.mp4,crash
525,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_534.mp4,crash
526,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_551.mp4,crash
527,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_362.mp4,crash
528,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_289.mp4,crash
529,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1309.mp4,crash
530,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1324.mp4,crash
531,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1114.mp4,crash
532,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1018.mp4,crash
533,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1194.mp4,crash
534,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1007.mp4,crash
535,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1083.mp4,crash
536,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_503.mp4,crash
537,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_479.mp4,crash
538,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_657.mp4,crash
539,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1463.mp4,crash
540,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1428.mp4,crash
541,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1376.mp4,crash
542,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_799.mp4,crash
543,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_973.mp4,crash
544,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_730.mp4,crash
545,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1068.mp4,crash
546,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_772.mp4,crash
547,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_835.mp4,crash
548,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_387.mp4,crash
549,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1116.mp4,crash
550,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_590.mp4,crash
551,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_201.mp4,crash
552,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_836.mp4,crash
553,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_831.mp4,crash
554,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_30.mp4,crash
555,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_884.mp4,crash
556,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1299.mp4,crash
557,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1336.mp4,crash
558,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_655.mp4,crash
559,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_857.mp4,crash
560,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1287.mp4,crash
561,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_269.mp4,crash
562,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1232.mp4,crash
563,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_46.mp4,crash
564,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_11.mp4,crash
565,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_120.mp4,crash
566,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_236.mp4,crash
567,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_3.mp4,crash
568,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1477.mp4,crash
569,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1286.mp4,crash
570,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1122.mp4,crash
571,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1500.mp4,crash
572,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1103.mp4,crash
573,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_229.mp4,crash
574,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1172.mp4,crash
575,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_41.mp4,crash
576,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_939.mp4,crash
577,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_967.mp4,crash
578,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_961.mp4,crash
579,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_50.mp4,crash
580,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1065.mp4,crash
581,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_605.mp4,crash
582,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1216.mp4,crash
583,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1002.mp4,crash
584,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_693.mp4,crash
585,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_476.mp4,crash
586,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1419.mp4,crash
587,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_770.mp4,crash
588,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1203.mp4,crash
589,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1000.mp4,crash
590,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_823.mp4,crash
591,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1098.mp4,crash
592,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1481.mp4,crash
593,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1207.mp4,crash
594,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_208.mp4,crash
595,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_700.mp4,crash
596,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1058.mp4,crash
597,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_993.mp4,crash
598,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_778.mp4,crash
599,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1434.mp4,crash
600,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1110.mp4,crash
601,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_475.mp4,crash
602,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1048.mp4,crash
603,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1022.mp4,crash
604,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_798.mp4,crash
605,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_572.mp4,crash
606,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_222.mp4,crash
607,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_300.mp4,crash
608,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_576.mp4,crash
609,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1270.mp4,crash
610,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_442.mp4,crash
611,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1424.mp4,crash
612,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1326.mp4,crash
613,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1471.mp4,crash
614,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_850.mp4,crash
615,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_64.mp4,crash
616,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_679.mp4,crash
617,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_62.mp4,crash
618,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_147.mp4,crash
619,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_593.mp4,crash
620,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1300.mp4,crash
621,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_800.mp4,crash
622,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1040.mp4,crash
623,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_21.mp4,crash
624,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1094.mp4,crash
625,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_248.mp4,crash
626,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1052.mp4,crash
627,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_191.mp4,crash
628,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_99.mp4,crash
629,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1081.mp4,crash
630,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_252.mp4,crash
631,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_458.mp4,crash
632,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1321.mp4,crash
633,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_934.mp4,crash
634,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_332.mp4,crash
635,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1250.mp4,crash
636,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1182.mp4,crash
637,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1036.mp4,crash
638,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_975.mp4,crash
639,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_106.mp4,crash
640,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_566.mp4,crash
641,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_140.mp4,crash
642,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_330.mp4,crash
643,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1486.mp4,crash
644,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1221.mp4,crash
645,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_871.mp4,crash
646,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1147.mp4,crash
647,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1121.mp4,crash
648,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_847.mp4,crash
649,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_365.mp4,crash
650,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_168.mp4,crash
651,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_139.mp4,crash
652,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_341.mp4,crash
653,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_334.mp4,crash
654,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_845.mp4,crash
655,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1348.mp4,crash
656,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1239.mp4,crash
657,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1392.mp4,crash
658,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_121.mp4,crash
659,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1072.mp4,crash
660,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_293.mp4,crash
661,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_254.mp4,crash
662,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_70.mp4,crash
663,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1401.mp4,crash
664,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_971.mp4,crash
665,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1222.mp4,crash
666,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1426.mp4,crash
667,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_963.mp4,crash
668,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1464.mp4,crash
669,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1362.mp4,crash
670,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1344.mp4,crash
671,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_785.mp4,crash
672,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_12.mp4,crash
673,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_765.mp4,crash
674,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_415.mp4,crash
675,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1054.mp4,crash
676,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_268.mp4,crash
677,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1006.mp4,crash
678,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1228.mp4,crash
679,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_750.mp4,crash
680,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1349.mp4,crash
681,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1334.mp4,crash
682,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_286.mp4,crash
683,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_480.mp4,crash
684,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1333.mp4,crash
685,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_132.mp4,crash
686,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1034.mp4,crash
687,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_313.mp4,crash
688,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_43.mp4,crash
689,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1484.mp4,crash
690,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_580.mp4,crash
691,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_867.mp4,crash
692,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1421.mp4,crash
693,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_249.mp4,crash
694,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_519.mp4,crash
695,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_68.mp4,crash
696,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_577.mp4,crash
697,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_883.mp4,crash
698,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_776.mp4,crash
699,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_905.mp4,crash
700,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_381.mp4,crash
701,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_774.mp4,crash
702,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_703.mp4,crash
703,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_78.mp4,crash
704,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_107.mp4,crash
705,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_394.mp4,crash
706,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1118.mp4,crash
707,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_484.mp4,crash
708,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_675.mp4,crash
709,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_895.mp4,crash
710,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_39.mp4,crash
711,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_453.mp4,crash
712,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1452.mp4,crash
713,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_489.mp4,crash
714,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_741.mp4,crash
715,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_733.mp4,crash
716,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_689.mp4,crash
717,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_108.mp4,crash
718,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1193.mp4,crash
719,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1153.mp4,crash
720,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_290.mp4,crash
721,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1458.mp4,crash
722,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1032.mp4,crash
723,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_840.mp4,crash
724,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_235.mp4,crash
725,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_899.mp4,crash
726,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1448.mp4,crash
727,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_744.mp4,crash
728,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_923.mp4,crash
729,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_69.mp4,crash
730,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_323.mp4,crash
731,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_307.mp4,crash
732,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_726.mp4,crash
733,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_506.mp4,crash
734,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1209.mp4,crash
735,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1355.mp4,crash
736,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1354.mp4,crash
737,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_878.mp4,crash
738,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_737.mp4,crash
739,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_444.mp4,crash
740,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_607.mp4,crash
741,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1066.mp4,crash
742,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1127.mp4,crash
743,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_294.mp4,crash
744,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_413.mp4,crash
745,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_992.mp4,crash
746,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_604.mp4,crash
747,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1236.mp4,crash
748,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_7.mp4,crash
749,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_815.mp4,crash
750,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_433.mp4,crash
751,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_184.mp4,crash
752,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_659.mp4,crash
753,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_528.mp4,crash
754,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1030.mp4,crash
755,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_256.mp4,crash
756,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_303.mp4,crash
757,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_137.mp4,crash
758,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_202.mp4,crash
759,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1374.mp4,crash
760,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1079.mp4,crash
761,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_720.mp4,crash
762,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_945.mp4,crash
763,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1008.mp4,crash
764,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1100.mp4,crash
765,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1254.mp4,crash
766,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_326.mp4,crash
767,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_391.mp4,crash
768,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_608.mp4,crash
769,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_414.mp4,crash
770,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_130.mp4,crash
771,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/crash/crash_1319.mp4,crash
